tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
Tr_tweet_641,positive,1.0,,,United,PhilFromChico,0.0,@united Thank you for the cheese platter and abundance of entertainment options. Time just flew by.,2015-02-24 01:56:17 -0800,"New York City, NY",Pacific Time (US & Canada)
Tr_tweet_642,negative,1.0,Customer Service Issue,0.6975,United,Finrz,0.0,"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",2015-02-24 01:55:40 -0800,"iPhone: 55.946030,-3.189382",Hawaii
Tr_tweet_643,negative,0.6775,Customer Service Issue,0.3513,United,FreedomFilmNJ,0.0,@united terminal at MIA should have food open before 5am esp when there are flights at 6am. Two hours early like recommended. Can't eat.,2015-02-24 01:54:10 -0800,New York,Eastern Time (US & Canada)
Tr_tweet_644,negative,1.0,Late Flight,1.0,United,DJPartyMarty,0.0,@united it was UA flight 1001! Now I'm currently stuck in Portland because I missed my ride because of the 3 hour delay. #GetMartyHome,2015-02-24 01:22:12 -0800,,Pacific Time (US & Canada)
Tr_tweet_645,negative,1.0,Customer Service Issue,1.0,United,sothenbethsaid,1.0,"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",2015-02-24 01:22:06 -0800,Nottingham,London
Tr_tweet_646,negative,0.69,Lost Luggage,0.69,United,michaelsalinger,0.0,@united how we looking on getting those bags to Lusaka,2015-02-24 00:51:43 -0800,"mentor, Ohio",Eastern Time (US & Canada)
Tr_tweet_647,negative,1.0,Lost Luggage,1.0,United,8629Fissile,0.0,@united Could you update me on the suitcase please? The online and phone tracking told me nothing. I was told I'd have it back yesterday!,2015-02-24 00:48:01 -0800,,London
Tr_tweet_648,positive,1.0,,,United,The5y5Adm1n,0.0,@united thank you. Been trying for two days to set this up.,2015-02-24 00:44:42 -0800,,
Tr_tweet_649,negative,1.0,Can't Tell,0.6957,United,urno12,0.0,@united just 1 last thing. U guys shouldn't be charging $ for drinks on a transatlantic flight,2015-02-24 00:31:03 -0800,bonkers in Yonkers,New Delhi
Tr_tweet_650,negative,1.0,Can't Tell,0.3635,United,vancouverbrit,0.0,@united LHR arrival lounge #fail. Waited 20 mins for shower then left to find hotel. U know how many passengers u carry. Planning???,2015-02-24 00:23:42 -0800,Vancouver BC,Pacific Time (US & Canada)
Tr_tweet_651,neutral,0.6376,,0.0,United,The5y5Adm1n,0.0,@united Any luck with finalizing my reservation? I DM'd information to you. Please let me know what else you need. Want to confirm ASAP. Thx,2015-02-24 00:18:04 -0800,,
Tr_tweet_652,negative,1.0,Cancelled Flight,0.6829,United,lindaSWC,0.0,@united completed form but doubt it's any use. UA doesn't care. 6 day vacation will now be 5. Sure UA won't feel responsibility for that...,2015-02-23 23:55:18 -0800,,
Tr_tweet_653,positive,1.0,,,United,raulcordenillo,0.0,@united Definitely a compliment! I really thought my bag was lost after it was sent on to another airport. In the end I am a happy customer,2015-02-23 23:42:44 -0800,"Stockholm, Sweden ",Stockholm
Tr_tweet_654,positive,1.0,,,United,urno12,0.0,@united thanx so much. You followed through and emailed me a $1000 ticket voucher. #unitedairlines they do care,2015-02-23 23:28:00 -0800,bonkers in Yonkers,New Delhi
Tr_tweet_655,positive,1.0,,,United,FIETA_DOC,0.0,"@united this will definitely be a trip to remember EWR-STI second of the season, first on seat 35A because it pays to be loyal!",2015-02-23 23:22:33 -0800,"Madison, NJ",
Tr_tweet_656,negative,1.0,Flight Attendant Complaints,0.3474,United,CellucorJulio,0.0,"@united nope, they told us it was time for them to go home and to sleep at the airport. Even though they assured us we would get a room...",2015-02-23 23:21:39 -0800,CORGaming@cellucor.com,Central Time (US & Canada)
Tr_tweet_657,neutral,0.6429,,0.0,United,michaelsalinger,0.0,@united keep me updated. Let me know that the bags make the flight to j-burg,2015-02-23 23:20:45 -0800,"mentor, Ohio",Eastern Time (US & Canada)
Tr_tweet_658,negative,1.0,Lost Luggage,0.3553,United,tiffy_mac,0.0,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!",2015-02-23 23:14:05 -0800,"Brighton, UK
",
Tr_tweet_659,negative,1.0,Lost Luggage,1.0,United,tiffy_mac,0.0,@united thanks United I understand that. But he would actually like his own bag back! What have you done with it?! He also wants the money..,2015-02-23 23:13:15 -0800,"Brighton, UK
",
Tr_tweet_660,negative,1.0,Customer Service Issue,1.0,United,lindaSWC,1.0,"@united frankly worse customer service ever. Problems will happen, how you deal defines a company. Never again United.",2015-02-23 23:01:11 -0800,,
Tr_tweet_661,negative,1.0,Late Flight,0.6632,United,vaficionado,0.0,"@united It's still a valid flight. Just seems strange to delay for Late Flight inbound crew,  7 hours from now, when the plane is already here.",2015-02-23 22:58:10 -0800,"All over, but mostly NorCal",Pacific Time (US & Canada)
Tr_tweet_662,negative,1.0,Customer Service Issue,1.0,United,747_TJ,0.0,@united Thanks for the lack of help and the canned response from the 1K desk!,2015-02-23 22:57:50 -0800,,
Tr_tweet_663,negative,1.0,Lost Luggage,0.3684,United,mortgagesbycoop,0.0,@united if I pay you $25 and $35 for my luggage to be delivered when I arrive. Why should I have to wait 3 additional days for its delivery?,2015-02-23 22:54:32 -0800,New Jersey,
Tr_tweet_664,negative,1.0,Cancelled Flight,0.3444,United,kbleggett,0.0,@united so 8 hotels for 32 people but feel like we are being held hostage because someone has our boarding passes so we can't leave! #FAIL,2015-02-23 22:38:03 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_665,positive,1.0,,,United,Emily_VII,0.0,@united you are one great airline ❤️,2015-02-23 22:35:55 -0800,,Hawaii
Tr_tweet_666,negative,1.0,Customer Service Issue,0.6833,United,fairplay500,0.0,@united Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required,2015-02-23 22:31:45 -0800,Huntsville AL USA,Central Time (US & Canada)
Tr_tweet_667,negative,0.6721,Customer Service Issue,0.6721,United,kbleggett,0.0,@lindaSWC @united:  We don't like to hear you had a poor experience. Please share details w/our Customer Care team http://t.co/HIsc4NdMgZ.,2015-02-23 22:31:26 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_668,negative,1.0,Late Flight,0.6712,United,lindaSWC,1.0,@united no Cancelled Flightn just left us to fend for ourselves when flt came in Late Flight. Getting runaround for 3 hrs. Each employee blaming  previous 1.,2015-02-23 22:27:18 -0800,,
Tr_tweet_669,neutral,0.6738,,0.0,United,fairplay500,0.0,@united This is NOT a local UNITED number for Malaysia   0011 800-55558000. What is your local United Airlines here in Kuala Lumpur ( KUL )?,2015-02-23 22:24:11 -0800,Huntsville AL USA,Central Time (US & Canada)
Tr_tweet_670,negative,0.6632,Lost Luggage,0.6632,United,mortgagesbycoop,0.0,@united okay ase24766m. Find our luggage.,2015-02-23 22:23:28 -0800,New Jersey,
Tr_tweet_671,negative,0.6633,Customer Service Issue,0.3571,United,cristobalwong,0.0,@united The agent that met us at the gate said any issues w/delays on UA1116 would have to be taken up online...,2015-02-23 22:22:53 -0800,San Francisco Bay Area,
Tr_tweet_672,neutral,0.6759999999999999,,0.0,United,fairplay500,0.0,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",2015-02-23 22:21:36 -0800,Huntsville AL USA,Central Time (US & Canada)
Tr_tweet_673,neutral,1.0,,,United,The_Playmaker20,0.0,@united thanks! Will you guys be getting the A380s anytime soon?,2015-02-23 22:19:17 -0800,,
Tr_tweet_674,negative,0.6492,Lost Luggage,0.6492,United,kevinforgoogle,0.0,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,2015-02-23 22:18:24 -0800,"San Francisco, CA",
Tr_tweet_675,positive,1.0,,,United,MelanieSpring,0.0,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,2015-02-23 22:16:43 -0800,"Washington, DC",Eastern Time (US & Canada)
Tr_tweet_676,negative,1.0,Lost Luggage,1.0,United,mortgagesbycoop,1.0,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",2015-02-23 22:16:18 -0800,New Jersey,
Tr_tweet_677,negative,0.6667,Customer Service Issue,0.3542,United,Meyer47,0.0,@united what is that going to do for you? Nothing just like you always do,2015-02-23 22:15:37 -0800,Iowa,
Tr_tweet_678,neutral,1.0,,,United,dafg42,0.0,@united I sent in my feedback.  Thank you.,2015-02-23 22:07:36 -0800,,Arizona
Tr_tweet_679,negative,0.6438,Can't Tell,0.3318,United,kbleggett,0.0,@united plus what about food? And taxis?,2015-02-23 22:03:59 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_680,negative,0.6737,Can't Tell,0.6737,United,kbleggett,0.0,@united you are offering us 8 rooms for 32 people #FAIL,2015-02-23 22:03:24 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_681,negative,1.0,Flight Attendant Complaints,0.3449,United,kbleggett,0.0,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,2015-02-23 21:58:31 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_682,negative,0.3579,Customer Service Issue,0.3579,United,ajpape,0.0,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,2015-02-23 21:57:37 -0800,"Boulder, CO",Mountain Time (US & Canada)
Tr_tweet_683,neutral,0.7065,,0.0,United,FIETA_DOC,0.0,@united yes I do.,2015-02-23 21:55:50 -0800,"Madison, NJ",
Tr_tweet_684,negative,1.0,Customer Service Issue,0.6766,United,kbleggett,0.0,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,2015-02-23 21:55:39 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_685,negative,1.0,Late Flight,1.0,United,DavidRogerswork,0.0,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,2015-02-23 21:46:34 -0800,,
Tr_tweet_686,negative,1.0,Can't Tell,1.0,United,mbarnas,0.0,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,2015-02-23 21:43:11 -0800,"Rochester, NY",Eastern Time (US & Canada)
Tr_tweet_687,negative,1.0,Customer Service Issue,1.0,United,real_steve_ward,0.0,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",2015-02-23 21:42:39 -0800,Chicago / Orlando / airplanes,Eastern Time (US & Canada)
Tr_tweet_688,positive,1.0,,,United,The_Playmaker20,0.0,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,2015-02-23 21:38:53 -0800,,
Tr_tweet_689,negative,1.0,Flight Booking Problems,0.6842,United,FIETA_DOC,0.0,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",2015-02-23 21:37:35 -0800,"Madison, NJ",
Tr_tweet_690,neutral,1.0,,,United,FIETA_DOC,0.0,@united Deep Vein thrombosis,2015-02-23 21:29:38 -0800,"Madison, NJ",
Tr_tweet_691,negative,1.0,Customer Service Issue,0.34600000000000003,United,lindaSWC,1.0,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",2015-02-23 21:27:56 -0800,,
Tr_tweet_692,negative,1.0,Late Flight,1.0,United,CellucorJulio,0.0,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,2015-02-23 21:27:22 -0800,CORGaming@cellucor.com,Central Time (US & Canada)
Tr_tweet_693,negative,1.0,Late Flight,0.6876,United,RissaWissa,0.0,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",2015-02-23 21:25:46 -0800,,America/Chicago
Tr_tweet_694,negative,1.0,Lost Luggage,1.0,United,ajpape,1.0,@united Lost bag process is broken. Agent promised they'd call &amp,,2015-02-23 21:21:52 -0800,"Boulder, CO"
Tr_tweet_695,negative,1.0,Cancelled Flight,1.0,United,Meyer47,1.0,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,2015-02-23 21:21:26 -0800,Iowa,
Tr_tweet_696,negative,0.6641,Customer Service Issue,0.3424,United,Darquenloveli,0.0,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,2015-02-23 21:17:26 -0800,Texas,Central Time (US & Canada)
Tr_tweet_697,neutral,1.0,,,United,paula1231970,0.0,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,2015-02-23 21:12:59 -0800,,London
Tr_tweet_698,negative,1.0,Late Flight,0.7048,United,alikat9220,0.0,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",2015-02-23 21:06:51 -0800,,Central Time (US & Canada)
Tr_tweet_699,neutral,1.0,,,United,fortytoo,0.0,@united DM sent,2015-02-23 21:06:11 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
Tr_tweet_700,negative,1.0,Late Flight,1.0,United,macefaceeeee,1.0,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,2015-02-23 21:05:08 -0800,,Pacific Time (US & Canada)
Tr_tweet_701,negative,1.0,Late Flight,1.0,United,DaniOnTheFritz,0.0,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",2015-02-23 21:03:02 -0800,Missouri,Central Time (US & Canada)
Tr_tweet_702,positive,1.0,,,United,drewziIIa,0.0,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",2015-02-23 21:02:44 -0800,,Central Time (US & Canada)
Tr_tweet_703,negative,1.0,Damaged Luggage,0.6846,United,petergau,0.0,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,2015-02-23 20:59:40 -0800,NYC,Central Time (US & Canada)
Tr_tweet_704,positive,1.0,,,United,tomcrabtree,0.0,@united But thanks for asking,2015-02-23 20:59:30 -0800,San Francisco,Pacific Time (US & Canada)
Tr_tweet_705,negative,1.0,Cancelled Flight,0.6567,United,tomcrabtree,1.0,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,2015-02-23 20:58:57 -0800,San Francisco,Pacific Time (US & Canada)
Tr_tweet_706,negative,1.0,Lost Luggage,1.0,United,ColtonWoytas,0.0,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,2015-02-23 20:57:23 -0800,NY,Mountain Time (US & Canada)
Tr_tweet_707,negative,1.0,Flight Attendant Complaints,1.0,United,KeenanPam,0.0,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",2015-02-23 20:50:48 -0800,,
Tr_tweet_708,neutral,0.6842,,,United,rholbrook,0.0,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",2015-02-23 20:50:40 -0800,"Brooklyn, NY",Eastern Time (US & Canada)
Tr_tweet_709,positive,1.0,,,United,CaseyWoodTV,0.0,@united you too!,2015-02-23 20:49:28 -0800,,Eastern Time (US & Canada)
Tr_tweet_710,positive,1.0,,,United,PhilFromChico,0.0,@united is my favorite airline.,2015-02-23 20:49:04 -0800,"New York City, NY",Pacific Time (US & Canada)
Tr_tweet_711,negative,0.6354,Can't Tell,0.3431,United,kbleggett,0.0,@united seriously #fail on making strangers share a room,2015-02-23 20:47:29 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_712,neutral,0.6533,,0.0,United,zach_wardroup,0.0,@united @luke_mcintosh68 nah you wouldn't,2015-02-23 20:46:13 -0800,[Colorado],
Tr_tweet_713,negative,0.6563,Lost Luggage,0.6563,United,michaelsalinger,0.0,@united we needed them here asap. Will they make it on today's flight?,2015-02-23 20:43:32 -0800,"mentor, Ohio",Eastern Time (US & Canada)
Tr_tweet_714,negative,1.0,Customer Service Issue,0.6667,United,Tdrag97,0.0,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,2015-02-23 20:43:28 -0800,,Central America
Tr_tweet_715,neutral,1.0,,,United,Siv,0.0,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,2015-02-23 20:42:54 -0800,"San Francisco, CA",Pacific Time (US & Canada)
Tr_tweet_716,neutral,0.6489,,0.0,United,xRaeCatherine,0.0,@united I sent the message. Let me know ASAP.,2015-02-23 20:42:07 -0800,,
Tr_tweet_717,negative,1.0,Flight Attendant Complaints,0.3847,United,kbleggett,0.0,@united why would they make me share a room?,2015-02-23 20:40:44 -0800,"Ottawa, Canada",Eastern Time (US & Canada)
Tr_tweet_718,negative,1.0,Customer Service Issue,1.0,United,fortytoo,0.0,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",2015-02-23 20:36:46 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
Tr_tweet_719,negative,1.0,Late Flight,1.0,United,MelanieSpring,0.0,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,2015-02-23 20:36:06 -0800,"Washington, DC",Eastern Time (US & Canada)
Tr_tweet_720,negative,1.0,Cancelled Flight,0.7201,United,fortytoo,0.0,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",2015-02-23 20:35:30 -0800,"WX report for 41 Mile, Hwy 50",Pacific Time (US & Canada)
Tr_tweet_721,neutral,0.6548,,,United,CaseyWoodTV,0.0,"@united i understand, thanks",2015-02-23 20:35:27 -0800,,Eastern Time (US & Canada)
Tr_tweet_722,negative,1.0,Customer Service Issue,1.0,United,throthra,0.0,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",2015-02-23 20:34:16 -0800,,
Tr_tweet_723,negative,1.0,Late Flight,1.0,United,DJPartyMarty,0.0,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,2015-02-23 20:33:29 -0800,,Pacific Time (US & Canada)
Tr_tweet_724,negative,1.0,Customer Service Issue,0.3505,United,Darquenloveli,1.0,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp,,2015-02-23 20:32:54 -0800,Texas
Tr_tweet_725,negative,1.0,Flight Attendant Complaints,0.672,United,throthra,0.0,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",2015-02-23 20:32:16 -0800,,
Tr_tweet_726,positive,0.688,,0.0,United,luke_mcintosh68,0.0,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,2015-02-23 20:32:12 -0800,Colorado,
Tr_tweet_727,negative,1.0,Cancelled Flight,1.0,United,CaseyWoodTV,0.0,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",2015-02-23 20:28:45 -0800,,Eastern Time (US & Canada)
Tr_tweet_728,negative,1.0,Cancelled Flight,0.708,United,fortytoo,0.0,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp,,2015-02-23 20:24:38 -0800,"WX report for 41 Mile, Hwy 50"
Tr_tweet_729,negative,0.6386,Lost Luggage,0.6386,United,michaelsalinger,0.0,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",2015-02-23 20:16:53 -0800,"mentor, Ohio",Eastern Time (US & Canada)
Tr_tweet_730,negative,1.0,Customer Service Issue,1.0,United,wordstern,0.0,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",2015-02-23 20:16:46 -0800,"San Francisco, CA",Pacific Time (US & Canada)
Tr_tweet_731,negative,1.0,Can't Tell,1.0,United,CharlieGMoney,1.0,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,2015-02-23 20:15:46 -0800,"Chicago, IL",
Tr_tweet_732,neutral,0.7029,,0.0,United,sacsmitty,0.0,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",2015-02-23 20:13:20 -0800,"Rocklin, CA",
Tr_tweet_733,positive,0.6634,,0.0,United,Meyer47,1.0,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,2015-02-23 20:12:29 -0800,Iowa,
Tr_tweet_734,negative,0.6352,Customer Service Issue,0.3231,United,The5y5Adm1n,0.0,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,2015-02-23 20:09:09 -0800,,
Tr_tweet_735,neutral,1.0,,,United,The5y5Adm1n,0.0,@united Please help... I am in Ethiopia adopting a two year old child. Have an existing confirmation #. Need to add child to reservation.,2015-02-23 20:06:30 -0800,,
Tr_tweet_736,neutral,0.6464,,0.0,United,Gouwerijn,0.0,"@united question:are there onboad 110 volt outlets in all planes? If so, where?",2015-02-23 20:05:30 -0800,Alphen aan den Rijn,Amsterdam
Tr_tweet_737,negative,0.6588,Can't Tell,0.6588,United,oduric,0.0,@united Your website deserves a new design. #html5 FTW!,2015-02-23 20:03:27 -0800,Singapore,Berlin
Tr_tweet_738,neutral,0.631,,0.0,United,xRaeCatherine,0.0,@united Twitter isn't letting me DM you..,2015-02-23 19:54:32 -0800,,
Tr_tweet_739,neutral,0.732,,,United,BinyGlancz,0.0,@united I hope so too,2015-02-23 19:51:21 -0800,,
Tr_tweet_740,negative,1.0,Customer Service Issue,0.3582,United,sacsmitty,0.0,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,2015-02-23 19:47:44 -0800,"Rocklin, CA",
Tr_tweet_741,negative,1.0,Lost Luggage,1.0,United,ColtonWoytas,1.0,@united Connection at ORD was on the exact same plane again. Checked carry-on was apparently taken off &amp,,2015-02-23 19:46:22 -0800,NY
Tr_tweet_742,negative,0.7055,Lost Luggage,0.7055,United,danmedwards,0.0,@united Not encouraged that I'll have my CPAP tonight.,2015-02-23 19:45:57 -0800,"Westerville, Ohio",
Tr_tweet_743,negative,1.0,Lost Luggage,1.0,United,danmedwards,0.0,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,2015-02-23 19:44:52 -0800,"Westerville, Ohio",
Tr_tweet_744,negative,1.0,Late Flight,0.6970000000000001,United,gregriv,1.0,@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,2015-02-23 19:43:27 -0800,"Cleveland, OH",
Tr_tweet_745,negative,1.0,Flight Attendant Complaints,0.3819,United,Greg_Mueller,0.0,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",2015-02-23 19:43:13 -0800,"Hermosa Beach, CA",Pacific Time (US & Canada)
Tr_tweet_746,negative,0.6957,Lost Luggage,0.6957,United,michaelsalinger,0.0,"@united yes in Lusaka, Zambia. My guess is the bags never made the plane at IAD.",2015-02-23 19:38:08 -0800,"mentor, Ohio",Eastern Time (US & Canada)
Tr_tweet_747,neutral,0.6548,,0.0,United,andreaSanger,0.0,@united where is my flight voucher?,2015-02-23 19:37:50 -0800,,
Tr_tweet_748,negative,1.0,Late Flight,1.0,United,RyanMagovs,0.0,"@united Late Flight to Denver, Late Flight to Newark...let's not even get into the disaster that was checking bags. Unacceptable.",2015-02-23 19:33:12 -0800,,
Tr_tweet_749,negative,1.0,Lost Luggage,1.0,United,PreyingMantis02,0.0,@united yes I filed a claim &amp, no reimbursement.,,2015-02-23 19:32:02 -0800
Tr_tweet_750,negative,1.0,Bad Flight,1.0,United,theBRYZness,0.0,@united UA938 ORD-LHR.  bags are being loaded 30min Late Flight. Frigid air into cabin! Plane feels like falling apart! Upgrade long haul fleet!,2015-02-23 19:31:32 -0800,Broad & Pattison,
Tr_tweet_751,negative,1.0,Flight Attendant Complaints,1.0,United,hellojennizzle,0.0,"@united Flight attendant never served me my beverage (tea), and not once checked up on me. What gives? #ua6076 #notcool",2015-02-23 19:30:38 -0800,Cornfields,London
Tr_tweet_752,negative,0.6688,Can't Tell,0.3519,United,cyberhosed,0.0,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,2015-02-23 19:23:09 -0800,,
Tr_tweet_753,negative,0.7,Late Flight,0.7,United,CharlieGMoney,0.0,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp,"[41.98191311, -87.80888924]",2015-02-23 19:21:47 -0800,"Chicago, IL"
Tr_tweet_754,negative,1.0,Can't Tell,0.6305,United,_mhertz,0.0,@united @AmericanAir spent hundreds to rectify the situation and you guys go quiet,2015-02-23 19:16:15 -0800,,Pacific Time (US & Canada)
Tr_tweet_755,negative,1.0,Late Flight,1.0,United,whs1973,0.0,@united UA276 sitting at EWR nearly an hour after sked.  Pilot says computers down but no clue when we will leave.  Can you help?,2015-02-23 19:16:06 -0800,,
Tr_tweet_756,negative,1.0,Can't Tell,1.0,United,_mhertz,1.0,@united @AmericanAir so that's it? It just ends there? Come on! I traveled for literally an extra day and a half because of this!,2015-02-23 19:15:57 -0800,,Pacific Time (US & Canada)
Tr_tweet_757,positive,0.6702,,,United,family6travels,0.0,@united Made the upgrade list. Will fly 1st tomorrow (for 40 min) for the first time ever! 🙌 #StatusMatchPaidOff http://t.co/ATfRKp6goY,2015-02-23 19:13:48 -0800,,
Tr_tweet_758,positive,0.3388,,0.0,United,throthra,0.0,"@united not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in DIA",2015-02-23 19:10:38 -0800,,
Tr_tweet_759,negative,1.0,Damaged Luggage,1.0,United,throthra,0.0,@united I received my luggage that also looked to be left in the snow when I arrived. I'm asking for all 50 people to be refunded.,2015-02-23 19:08:18 -0800,,
Tr_tweet_760,negative,1.0,Bad Flight,1.0,United,davidchernin,0.0,@united updated A320 aircraft has wifi and device entertainment but no outlets. I don't get it. How can I charge devices?,2015-02-23 19:07:58 -0800,,Eastern Time (US & Canada)
Tr_tweet_761,negative,1.0,Customer Service Issue,0.6632,United,AndyA3,0.0,@united was no one between the scan and inside the plane. I just asked the people in line around me where the plane was going,2015-02-23 19:06:37 -0800,San Francisco,Pacific Time (US & Canada)
Tr_tweet_762,negative,1.0,Cancelled Flight,0.3417,United,kimberlytwaters,0.0,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,2015-02-23 19:01:31 -0800,Gainesville GA,Atlantic Time (Canada)
Tr_tweet_763,negative,1.0,Customer Service Issue,0.6667,United,JeffPKirkland,0.0,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,2015-02-23 19:00:44 -0800,Oregon,Pacific Time (US & Canada)
Tr_tweet_764,negative,1.0,Customer Service Issue,1.0,United,BethStuever,0.0,"@united Soooo, it's been 15 days and you've offered no response. So I assume poor treatment by gate agents is the norm now?",2015-02-23 18:59:05 -0800,"iPhone: 42.734546,-84.483753",Eastern Time (US & Canada)
Tr_tweet_765,positive,1.0,,,United,AlexanderKrach,0.0,@united Terrific. Many thanks. Looking forward to being back on UA tomorrow. Had a great flight up to Vancouver.,2015-02-23 18:56:33 -0800,,Pacific Time (US & Canada)
Tr_tweet_766,negative,1.0,Customer Service Issue,1.0,United,rholbrook,0.0,@united Calls to 800# resulted in 2hrs of hold time &amp,,2015-02-23 18:56:16 -0800,"Brooklyn, NY"
